game_name,critic_score,user_score,publisher,release_date,num_of_critics,num_of_users,origin,platform,AAA
Monochroma,55.0,69.0,Nowhere Studios,2014,27.0,117.0,MetaCritic,PC,0
Monolith,83.0,93.0,Team D-13,2017,5.0,4.0,MetaCritic,PC,0
Monopoly,56.0,58.0,Electronic Arts,2008,9.0,17.0,MetaCritic,X360,1
Monopoly,54.0,67.0,Electronic Arts,2008,4.0,13.0,MetaCritic,PS3,1
Monopoly Streets,64.0,61.0,Electronic Arts,2010,11.0,9.0,MetaCritic,PS3,1
Monopoly Streets,66.0,66.0,Electronic Arts,2010,18.0,16.0,MetaCritic,X360,1
Monopoly Tycoon,85.0,79.0,Atari,2001,10.0,31.0,MetaCritic,PC,0
Monster Energy Supercross: The Official Videogame,66.0,74.0,Milestone S.r.l,2018,25.0,23.0,MetaCritic,PS4,0
Monster Energy Supercross: The Official Videogame,69.0,79.0,Milestone S.r.l,2018,8.0,8.0,MetaCritic,X1,0
Monster Garage,38.0,60.0,Activision,2004,5.0,97.0,MetaCritic,PC,1
Monster House,60.64,,THQ,2006,28.0,,GameRankings,PS2,0
Monster Hunter,68.97,,Capcom,2004,34.0,,GameRankings,PS2,0
Monster Hunter 3 Ultimate,83.49,,Capcom,2013,34.0,,GameRankings,WIIU,0
Monster Hunter 4 Ultimate,87.58,,Capcom,2015,58.0,,GameRankings,3DS,0
Monster Hunter Freedom,71.32,,Capcom,2006,44.0,,GameRankings,PSP,0
Monster Hunter Freedom 2,72.47,,Capcom,2007,46.0,,GameRankings,PSP,0
Monster Hunter Freedom Unite,82.12,,Capcom,2009,33.0,,GameRankings,PSP,0
Monster Hunter Generations,86.14,,Capcom,2016,46.0,,GameRankings,3DS,0
Monster Hunter Stories,79.15,,Capcom,2017,26.0,,GameRankings,3DS,0
Monster Hunter Tri,84.9,,Capcom,2010,48.0,,GameRankings,WII,0
Monster Hunter: World,91.0,74.0,Capcom,2018,16.0,256.0,MetaCritic,X1,0
Monster Hunter: World,90.41,,Capcom,2018,49.0,,GameRankings,PS4,0
Monster Hunter: World,90.0,79.0,Capcom,2018,88.0,1037.0,MetaCritic,PS4,0
Monster Jam,43.0,64.0,Activision,2007,9.0,5.0,MetaCritic,X360,1
Monster Kingdom: Jewel Summoner,62.29,,SCEI,2007,28.0,,GameRankings,PSP,0
Monster Madness: Battle for Suburbia,57.14,,SouthPeak Games,2007,33.0,,GameRankings,X360,0
Monster Madness: Battle for Suburbia,55.0,52.0,SouthPeak Games,2007,29.0,18.0,MetaCritic,X360,0
Monster Madness: Grave Danger,54.57,,SouthPeak Games,2008,22.0,,GameRankings,PS3,0
Monster Rancher 4,77.42,,Tecmo,2003,26.0,,GameRankings,PS2,0
Monster Slayers,86.0,64.0,Digerati Distribution,2017,5.0,10.0,MetaCritic,PC,0
Monster of the Deep: Final Fantasy XV,62.0,41.0,Square Enix,2017,27.0,18.0,MetaCritic,PS4,1
Monsters vs. Aliens,63.0,62.0,Activision,2009,8.0,5.0,MetaCritic,PC,1
Monsters vs. Aliens,65.89,,Activision,2009,28.0,,GameRankings,X360,1
Monsters vs. Aliens,66.0,45.0,Activision,2009,18.0,4.0,MetaCritic,PS3,1
Monsters vs. Aliens,63.0,66.0,Activision,2009,31.0,7.0,MetaCritic,X360,1
"Monsters, Inc.",54.43,,SCEE,2002,29.0,,GameRankings,PS2,0
Montague's Mount,39.0,48.0,Mastertronic,2013,21.0,41.0,MetaCritic,PC,0
Monument Valley,90.05,,ustwo,2014,20.0,,GameRankings,IOS,0
Moon,74.35,,Mastiff,2009,43.0,,GameRankings,DS,0
Moon Diver,60.0,69.0,Square Enix,2011,34.0,7.0,MetaCritic,PS3,1
Moon Diver,62.07,,Square Enix,2011,23.0,,GameRankings,PS3,1
Moon Hunters,62.0,59.0,Kitfox Games,2016,14.0,12.0,MetaCritic,PC,0
Moon Hunters,63.0,62.0,Kitfox Games,2016,5.0,9.0,MetaCritic,PS4,0
MoonBase Commander,77.0,69.0,Atari,2002,13.0,9.0,MetaCritic,PC,0
Mordheim: City of the Damned,74.0,70.0,Focus Home Interactive,2015,26.0,88.0,MetaCritic,PC,0
Mordheim: City of the Damned,72.0,53.0,Focus Home Interactive,2016,9.0,7.0,MetaCritic,PS4,0
Morningstar: Descent to Deadrock,62.0,61.0,Phoenix Online Publishing,2015,9.0,16.0,MetaCritic,PC,0
MorphX,33.0,66.0,505 Games,2010,4.0,15.0,MetaCritic,X360,0
Morphite,60.0,58.0,Blowfish Studios,2017,5.0,4.0,MetaCritic,PS4,0
Mortal Blitz,59.0,74.0,Skonec,2017,4.0,14.0,MetaCritic,PS4,0
Mortal Kombat,84.0,84.0,Warner Bros,2011,60.0,524.0,MetaCritic,PS3,1
Mortal Kombat,86.0,83.0,Warner Bros,2011,66.0,393.0,MetaCritic,X360,1
Mortal Kombat,85.67,,Warner Bros,2011,55.0,,GameRankings,X360,1
Mortal Kombat,87.31,,Warner Bros,2012,35.0,,GameRankings,VITA,1
Mortal Kombat,86.09,,Warner Bros,2011,43.0,,GameRankings,PS3,1
Mortal Kombat 4,76.07,,Midway,1998,20.0,,GameRankings,N64,0
Mortal Kombat Arcade Kollection,59.0,67.0,Warner Bros,2011,15.0,25.0,MetaCritic,PS3,1
Mortal Kombat Arcade Kollection,62.0,66.0,Warner Bros,2011,19.0,25.0,MetaCritic,X360,1
Mortal Kombat II,72.0,78.0,Sony,2007,5.0,21.0,MetaCritic,PS3,1
Mortal Kombat Komplete Edition,77.0,85.0,Warner Bros,2012,4.0,88.0,MetaCritic,PS3,1
Mortal Kombat Komplete Edition,88.0,85.0,Warner Bros,2012,4.0,123.0,MetaCritic,X360,1
Mortal Kombat Komplete Edition,81.0,87.0,Warner Bros,2013,18.0,527.0,MetaCritic,PC,1
Mortal Kombat X,84.18,,Warner Bros,2015,58.0,,GameRankings,PS4,1
Mortal Kombat X,76.0,54.0,Warner Bros,2015,10.0,515.0,MetaCritic,PC,1
Mortal Kombat X,86.0,74.0,Warner Bros,2015,21.0,295.0,MetaCritic,X1,1
Mortal Kombat X,83.0,78.0,Warner Bros,2015,81.0,896.0,MetaCritic,PS4,1
Mortal Kombat XL,85.0,77.0,Warner Bros,2016,12.0,280.0,MetaCritic,PS4,1
Mortal Kombat XL,84.0,77.0,Warner Bros,2016,6.0,34.0,MetaCritic,PC,1
Mortal Kombat vs. DC Universe,74.55,,Midway,2008,60.0,,GameRankings,X360,0
Mortal Kombat vs. DC Universe,77.87,,Midway,2008,38.0,,GameRankings,PS3,0
Mortal Kombat vs. DC Universe,72.0,74.0,Midway,2008,61.0,88.0,MetaCritic,X360,0
Mortal Kombat vs. DC Universe,76.0,71.0,Midway,2008,44.0,115.0,MetaCritic,PS3,0
Mortal Kombat: Armageddon,72.49,,Midway,2007,34.0,,GameRankings,WII,0
Mortal Kombat: Armageddon,77.39,,Midway,2006,21.0,,GameRankings,XBOX,0
Mortal Kombat: Armageddon,75.33,,Midway,2006,44.0,,GameRankings,PS2,0
Mortal Kombat: Deadly Alliance,81.99,,Midway,2002,59.0,,GameRankings,PS2,0
Mortal Kombat: Deadly Alliance,81.82,,Midway,2002,38.0,,GameRankings,GC,0
Mortal Kombat: Deadly Alliance,82.68,,Midway,2002,53.0,,GameRankings,XBOX,0
Mortal Kombat: Deception,82.0,,Midway,2004,47.0,,GameRankings,PS2,0
Mortal Kombat: Deception,81.31,,Midway,2004,57.0,,GameRankings,XBOX,0
Mortal Kombat: Shaolin Monks,80.64,,Midway,2005,42.0,,GameRankings,XBOX,0
Mortal Kombat: Shaolin Monks,78.7,,Midway,2005,48.0,,GameRankings,PS2,0
Mortyr 2,56.0,54.0,Hip Games,2005,5.0,7.0,MetaCritic,PC,0
Mortyr 2093 - 1944,43.66,,Midas Interactive Entertainment,1999,22.0,,GameRankings,PC,0
Moss,85.0,85.0,Sony,2018,55.0,86.0,MetaCritic,PS4,1
Moss,86.26,,Sony,2018,29.0,,GameRankings,PS4,1
Mother Russia Bleeds,73.0,65.0,Devolver Digital,2016,5.0,15.0,MetaCritic,PS4,0
Mother Russia Bleeds,70.0,69.0,Devolver Digital,2016,42.0,84.0,MetaCritic,PC,0
Mother Russia Bleeds,65.14,,Devolver Digital,2016,22.0,,GameRankings,PC,0
MotionSports,40.0,40.0,Ubisoft,2010,30.0,10.0,MetaCritic,X360,1
MotionSports,45.27,,Ubisoft,2010,22.0,,GameRankings,X360,1
MotionSports Adrenaline,41.0,65.0,Ubisoft,2011,8.0,8.0,MetaCritic,X360,1
Moto Racer 3,66.0,75.0,Atari,2002,10.0,11.0,MetaCritic,PC,0
Moto Racer 4,49.0,54.0,PQube,2017,11.0,11.0,MetaCritic,PS4,0
Moto Racer 4,59.0,55.0,PQube,2017,6.0,4.0,MetaCritic,X1,0
Moto Racer 4,47.0,53.0,Microids,2016,5.0,10.0,MetaCritic,PC,0
MotoGP,86.79,,THQ,2002,47.0,,GameRankings,XBOX,0
MotoGP,68.78,,SCEE,2006,23.0,,GameRankings,PSP,0
MotoGP,77.57,,SCEE,2000,37.0,,GameRankings,PS2,0
MotoGP '06,80.0,74.0,THQ,2006,50.0,14.0,MetaCritic,X360,0
MotoGP '06,79.88,,THQ,2006,58.0,,GameRankings,X360,0
MotoGP '07,78.28,,THQ,2007,23.0,,GameRankings,X360,0
MotoGP '07,78.0,69.0,THQ,2007,20.0,12.0,MetaCritic,X360,0
MotoGP 07,63.67,,Capcom,2007,27.0,,GameRankings,PS2,0
MotoGP 08,69.5,,Capcom,2008,20.0,,GameRankings,X360,0
MotoGP 08,65.0,60.0,Capcom,2008,21.0,9.0,MetaCritic,PS3,0
MotoGP 08,68.0,61.0,Capcom,2008,20.0,14.0,MetaCritic,X360,0
MotoGP 08,65.0,56.0,Capcom,2008,9.0,8.0,MetaCritic,PC,0
MotoGP 09/10,69.0,56.0,Capcom,2010,41.0,42.0,MetaCritic,X360,0
MotoGP 09/10,70.0,54.0,Capcom,2010,42.0,28.0,MetaCritic,PS3,0
MotoGP 09/10,69.76,,Capcom,2010,29.0,,GameRankings,X360,0
MotoGP 09/10,70.16,,Capcom,2010,22.0,,GameRankings,PS3,0
MotoGP 10/11,68.0,61.0,Capcom,2011,32.0,24.0,MetaCritic,PS3,0
MotoGP 13,73.0,60.0,Bigben Interactive,2014,10.0,9.0,MetaCritic,PS3,0
MotoGP 13,72.0,58.0,MileStone Inc.,2013,19.0,4.0,MetaCritic,X360,0
MotoGP 14,76.0,26.0,Plug In Digital,2014,5.0,24.0,MetaCritic,PC,0
MotoGP 14,73.0,64.0,Bandi Namco,2014,28.0,26.0,MetaCritic,PS4,1
MotoGP 17,68.0,25.0,Koch Media,2017,21.0,4.0,MetaCritic,PS4,0
MotoGP 2,78.17,,SCEE,2002,35.0,,GameRankings,PS2,0
MotoGP 2,87.31,,THQ,2003,48.0,,GameRankings,XBOX,0
MotoGP 2,84.0,78.0,THQ,2003,5.0,31.0,MetaCritic,PC,0
MotoGP 3,77.83,,Bandi Namco,2003,39.0,,GameRankings,PS2,1
MotoGP 3: Ultimate Racing Technology,77.0,78.0,THQ,2005,11.0,21.0,MetaCritic,PC,0
MotoGP 3: Ultimate Racing Technology,84.4,,THQ,2005,37.0,,GameRankings,XBOX,0
MotoGP 4,72.39,,SCEE,2006,28.0,,GameRankings,PS2,0
Motocross Madness,73.0,78.0,Microsoft,2013,29.0,73.0,MetaCritic,X360,1
Motocross Madness 2,86.35,,Microsoft,2000,37.0,,GameRankings,PC,1
Motocross Mania,73.0,68.0,On Deck Interactive,2000,7.0,4.0,MetaCritic,PC,0
Motor City Online,73.0,59.0,Electronic Arts,2001,12.0,37.0,MetaCritic,PC,1
Motor Mayhem: Vehicular Combat League,66.01,,Infogrames,2001,32.0,,GameRankings,PS2,0
Motor Trend presents Lotus Challenge,57.21,,Xicat Interactive,2003,21.0,,GameRankings,XBOX,0
MotorStorm,82.43,,SCEA,2007,74.0,,GameRankings,PS3,0
MotorStorm,84.0,74.0,SCEA,2007,9.0,240.0,MetaCritic,PS3,0
MotorStorm Arctic Edge,81.28,,SCEA,2009,47.0,,GameRankings,PSP,0
MotorStorm RC,78.35,,SCEE,2012,20.0,,GameRankings,VITA,0
MotorStorm: Apocalypse,77.0,77.0,SCEA,2011,74.0,168.0,MetaCritic,PS3,0
MotorStorm: Apocalypse,78.34,,SCEA,2011,50.0,,GameRankings,PS3,0
MotorStorm: Pacific Rift,82.0,80.0,SCEA,2008,63.0,332.0,MetaCritic,PS3,0
MotorStorm: Pacific Rift,82.49,,SCEA,2008,58.0,,GameRankings,PS3,0
Motorbike,17.0,13.0,baKno Games,2013,6.0,31.0,MetaCritic,PS3,0
Motorcycle Club,26.0,20.0,Maximum Games,2015,4.0,40.0,MetaCritic,PS4,0
Motorsport Manager,81.0,85.0,Sega,2016,16.0,55.0,MetaCritic,PC,0
Mount & Blade,73.41,,Paradox Interactive,2008,29.0,,GameRankings,PC,0
Mount & Blade,72.0,86.0,Paradox Interactive,2008,28.0,477.0,MetaCritic,PC,0
Mount & Blade: Warband,67.0,74.0,Taleworlds,2016,18.0,25.0,MetaCritic,PS4,0
Mount & Blade: Warband,59.0,78.0,Taleworlds,2016,10.0,24.0,MetaCritic,X1,0
Mount & Blade: Warband,78.0,87.0,Paradox Interactive,2010,23.0,828.0,MetaCritic,PC,0
Mount & Blade: Warband - Napoleonic Wars,83.0,80.0,Paradox Interactive,2012,4.0,85.0,MetaCritic,PC,0
Mount & Blade: With Fire & Sword,68.0,68.0,Paradox Interactive,2011,24.0,190.0,MetaCritic,PC,0
MouseCraft,72.0,68.0,Crunching Koalas,2014,16.0,26.0,MetaCritic,PC,0
MouseCraft,72.0,56.0,Curve Studios,2014,12.0,46.0,MetaCritic,PS4,0
Move or Die,80.0,79.0,Those Awesome Guys,2016,4.0,15.0,MetaCritic,PC,0
Mr. Driller: Drill Spirits,70.85,,Bandi Namco,2004,38.0,,GameRankings,DS,1
Mr. Robot,83.0,76.0,Moonpod,2007,5.0,26.0,MetaCritic,PC,0
Mr. Shifty,70.0,73.0,tinyBuild,2017,17.0,8.0,MetaCritic,PC,0
Ms. 'Splosion Man,84.87,,Twisted Pixel Games,2011,51.0,,GameRankings,X360,0
Ms. 'Splosion Man,83.0,68.0,Twisted Pixel Games,2011,62.0,33.0,MetaCritic,X360,0
Ms. Pac-Man,65.0,70.0,Bandi Namco,2007,11.0,4.0,MetaCritic,X360,1
Mugen Souls,54.81,,Compile Heart,2012,21.0,,GameRankings,PS3,0
Mugen Souls,55.0,74.0,NIS America,2012,24.0,36.0,MetaCritic,PS3,0
Mugen Souls Z,59.16,,Compile Heart,2014,25.0,,GameRankings,PS3,0
Mugen Souls Z,57.0,64.0,NIS America,2014,26.0,58.0,MetaCritic,PS3,0
Mulaka,72.0,58.0,Lienzo,2018,9.0,4.0,MetaCritic,X1,0
Mulaka,66.0,74.0,Lienzo,2018,14.0,12.0,MetaCritic,PS4,0
Multiwinia: Survival of the Flattest,77.84,,Introversion,2008,32.0,,GameRankings,PC,0
Multiwinia: Survival of the Flattest,76.0,88.0,Introversion,2008,38.0,68.0,MetaCritic,PC,0
Munin,68.0,68.0,Daedalic Entertainment,2014,14.0,13.0,MetaCritic,PC,0
Murakumo: Renegade Mech Pursuit,50.49,,From Software,2003,25.0,,GameRankings,XBOX,0
Muramasa Rebirth,80.67,,Marvelous AQL,2013,24.0,,GameRankings,VITA,0
Muramasa: The Demon Blade,81.94,,Marvelous Entertainment,2009,45.0,,GameRankings,WII,0
Murasaki Baby,69.91,,SCEA,2014,34.0,,GameRankings,VITA,0
Murder in the Abbey,64.0,70.0,DreamCatcher Interactive,2008,17.0,11.0,MetaCritic,PC,0
Murdered: Soul Suspect,59.0,73.0,Square Enix,2014,22.0,411.0,MetaCritic,PC,1
Murdered: Soul Suspect,61.29,,Square Enix,2014,41.0,,GameRankings,PS4,1
Murdered: Soul Suspect,59.0,69.0,Square Enix,2014,60.0,333.0,MetaCritic,PS4,1
Murdered: Soul Suspect,51.0,71.0,Square Enix,2014,17.0,145.0,MetaCritic,X1,1
Musashi: Samurai Legend,66.38,,Square Enix,2005,58.0,,GameRankings,PS2,1
Mushihimesama,86.0,80.0,Degica,2015,6.0,22.0,MetaCritic,PC,0
Mushroom 11,78.0,72.0,Untame,2015,20.0,19.0,MetaCritic,PC,0
Mushroom Men: The Spore Wars,72.25,,Gamecock Media Group,2008,38.0,,GameRankings,WII,0
Mushroom Wars,80.0,72.0,Zillion Whales,2016,4.0,9.0,MetaCritic,PC,0
Mushroom Wars 2,76.0,82.0,Zillion Whales,2017,5.0,6.0,MetaCritic,PC,0
Mutant Football League,74.0,79.0,Digital Dreams Entertainment LLC,2017,5.0,12.0,MetaCritic,PC,0
Mutant Mudds,61.0,50.0,Renegade Kid,2012,7.0,10.0,MetaCritic,PC,0
Mutant Storm Empire,77.0,78.0,PomPom Games,2007,20.0,5.0,MetaCritic,X360,0
Mutant Storm Reloaded,77.0,72.0,PomPom Games,2005,18.0,9.0,MetaCritic,X360,0
Muv-Luv,76.0,78.0,Degica,2016,4.0,10.0,MetaCritic,PC,0
Muv-Luv Alternative,82.0,74.0,Degica,2017,5.0,11.0,MetaCritic,PC,0
My Night Job,60.0,69.0,Webcore Games,2016,4.0,8.0,MetaCritic,PS4,0
My Street,53.66,,SCEE,2003,38.0,,GameRankings,PS2,0
MySims,70.58,,Electronic Arts,2007,40.0,,GameRankings,WII,1
MySims,70.0,64.0,Electronic Arts,2008,12.0,9.0,MetaCritic,PC,1
MySims Agents,79.28,,Electronic Arts,2009,25.0,,GameRankings,WII,1
MySims SkyHeroes,56.0,55.0,Electronic Arts,2010,15.0,4.0,MetaCritic,X360,1
Myst,45.4,,Midway,2008,28.0,,GameRankings,DS,0
Myst III: Exile,77.07,,Ubisoft,2001,36.0,,GameRankings,PC,1
Myst III: Exile,62.3,,Ubisoft,2002,23.0,,GameRankings,XBOX,1
Myst III: Exile,83.0,82.0,Ubisoft,2001,22.0,42.0,MetaCritic,PC,1
Myst IV: Revelation,81.72,,Ubisoft,2004,36.0,,GameRankings,PC,1
Myst Online: Uru Live,78.0,80.0,GameTap,2007,6.0,12.0,MetaCritic,PC,0
Myst V: End of Ages,80.0,80.0,Ubisoft,2005,26.0,50.0,MetaCritic,PC,1
Myst V: End of Ages,79.82,,Ubisoft,2005,31.0,,GameRankings,PC,1
Mysterious Journey II,62.0,60.0,The Adventure Company,2003,18.0,4.0,MetaCritic,PC,0
Mystery Case Files: Dire Grove,82.0,85.0,Big Fish Games,2009,4.0,8.0,MetaCritic,PC,0
Mystery Case Files: MillionHeir,66.28,,Nintendo,2008,25.0,,GameRankings,DS,1
Mystery Dungeon: Shiren the Wanderer,70.64,,Sega,2008,29.0,,GameRankings,DS,0
Myth II: Soulblighter,88.0,90.0,Bungie Software,1998,12.0,64.0,MetaCritic,PC,0
Myth III: The Wolf Age,76.0,78.0,G.O.D.,2001,12.0,8.0,MetaCritic,PC,0
Myth: The Fallen Lords,91.0,87.0,Bungie Software,1997,9.0,71.0,MetaCritic,PC,0
N+,83.0,,Microsoft,2008,39.0,,GameRankings,X360,1
N+,83.0,83.0,Microsoft,2008,36.0,51.0,MetaCritic,X360,1
N++,84.66,,Metanet Software Inc.,2015,32.0,,GameRankings,PS4,0
N++,82.0,65.0,Metanet Software Inc.,2015,47.0,65.0,MetaCritic,PS4,0
N++,88.0,52.0,Metanet Software Inc.,2017,7.0,15.0,MetaCritic,X1,0
N++,90.0,77.0,Metanet Software Inc.,2016,4.0,19.0,MetaCritic,PC,0
N.E.R.O.: Nothing Ever Remains Obscure,59.0,54.0,Soedesco,2016,5.0,5.0,MetaCritic,PC,0
N.E.R.O.: Nothing Ever Remains Obscure,64.0,79.0,Storm in a Teacup,2015,19.0,57.0,MetaCritic,X1,0
N.E.R.O.: Nothing Ever Remains Obscure,59.0,65.0,Soedesco,2016,11.0,6.0,MetaCritic,PS4,0
N3II: Ninety-Nine Nights,45.0,68.0,Konami,2010,43.0,45.0,MetaCritic,X360,1
N3II: Ninety-Nine Nights,50.83,,Konami,2010,30.0,,GameRankings,X360,1
NARC,49.66,,Midway,2005,35.0,,GameRankings,PS2,0
NARC,52.74,,Midway,2005,34.0,,GameRankings,XBOX,0
NASCAR '14,67.0,48.0,Deep Silver,2014,7.0,21.0,MetaCritic,PS3,0
NASCAR '14,65.0,51.0,Deep Silver,2014,4.0,14.0,MetaCritic,X360,0
NASCAR 06: Total Team Control,77.52,,Electronic Arts,2005,27.0,,GameRankings,XBOX,1
NASCAR 06: Total Team Control,76.24,,Electronic Arts,2005,21.0,,GameRankings,PS2,1
NASCAR 07,71.03,,Electronic Arts,2006,23.0,,GameRankings,XBOX,1
NASCAR 07,69.63,,Electronic Arts,2006,23.0,,GameRankings,PS2,1
NASCAR 08,57.0,49.0,Electronic Arts,2007,21.0,15.0,MetaCritic,PS3,1
NASCAR 08,59.0,52.0,Electronic Arts,2007,29.0,30.0,MetaCritic,X360,1
NASCAR 08,61.13,,Electronic Arts,2007,27.0,,GameRankings,X360,1
NASCAR 08,58.42,,Electronic Arts,2007,25.0,,GameRankings,PS3,1
NASCAR 09,69.0,78.0,Electronic Arts,2008,32.0,15.0,MetaCritic,X360,1
NASCAR 09,65.0,75.0,Electronic Arts,2008,22.0,10.0,MetaCritic,PS3,1
NASCAR 09,68.73,,Electronic Arts,2008,30.0,,GameRankings,X360,1
NASCAR 2001,63.6,,Electronic Arts,2000,25.0,,GameRankings,PS2,1
NASCAR 2005: Chase for the Cup,85.68,,Electronic Arts,2004,21.0,,GameRankings,XBOX,1
NASCAR 2005: Chase for the Cup,85.57,,Electronic Arts,2004,23.0,,GameRankings,PS2,1
NASCAR 2011: The Game,62.0,44.0,Activision,2011,16.0,15.0,MetaCritic,PS3,1
NASCAR 2011: The Game,62.38,,Activision,2011,26.0,,GameRankings,X360,1
NASCAR 2011: The Game,62.0,41.0,Activision,2011,24.0,14.0,MetaCritic,X360,1
NASCAR Heat,81.0,86.0,Hasbro Interactive,2000,13.0,21.0,MetaCritic,PC,0
NASCAR Heat 2,66.0,59.0,704Games,2017,12.0,20.0,MetaCritic,PS4,0
NASCAR Heat 2002,79.57,,Bandi Namco,2001,25.0,,GameRankings,PS2,1
NASCAR Heat 2002,79.84,,Bandi Namco,2001,22.0,,GameRankings,XBOX,1
NASCAR Heat Evolution,66.0,44.0,Dusenberry Martin Racing,2016,8.0,26.0,MetaCritic,PS4,0
NASCAR Racing 2002 Season,89.0,58.0,Sierra Entertainment,2002,15.0,23.0,MetaCritic,PC,0
NASCAR Racing 2002 Season,86.7,,Sierra Entertainment,2002,20.0,,GameRankings,PC,0
NASCAR Racing 2003 Season,89.0,83.0,Sierra Entertainment,2003,18.0,21.0,MetaCritic,PC,0
NASCAR Racing 2003 Season,89.25,,Sierra Entertainment,2003,20.0,,GameRankings,PC,0
NASCAR Racing 3,84.17,,Sierra Entertainment,1999,20.0,,GameRankings,PC,0
NASCAR Racing 4,89.0,80.0,Sierra Entertainment,2001,14.0,26.0,MetaCritic,PC,0
NASCAR Rumble,80.62,,Electronic Arts,2000,20.0,,GameRankings,PS,1
NASCAR SimRacing,85.0,47.0,Electronic Arts,2005,14.0,18.0,MetaCritic,PC,1
NASCAR The Game: Inside Line,72.0,34.0,Activision,2012,7.0,27.0,MetaCritic,X360,1
NASCAR The Game: Inside Line,76.0,49.0,Activision,2012,4.0,16.0,MetaCritic,PS3,1
NASCAR Thunder 2002,82.45,,Electronic Arts,2001,22.0,,GameRankings,XBOX,1
NASCAR Thunder 2002,85.56,,Electronic Arts,2001,23.0,,GameRankings,PS2,1
NASCAR Thunder 2003,84.46,,Electronic Arts,2002,21.0,,GameRankings,PS2,1
NASCAR Thunder 2003,68.0,52.0,Electronic Arts,2002,9.0,12.0,MetaCritic,PC,1
NASCAR Thunder 2004,78.0,75.0,Electronic Arts,2003,9.0,12.0,MetaCritic,PC,1
NASCAR: The Game 2013,64.0,48.0,Eutechnyx,2013,7.0,49.0,MetaCritic,PC,0
NBA,58.39,,SCEA,2005,32.0,,GameRankings,PSP,0
NBA 06,64.6,,SCEA Sports Studio,2005,26.0,,GameRankings,PS2,0
NBA 06,72.65,,SCEA Sports Studio,2005,23.0,,GameRankings,PSP,0
NBA 07,64.0,,SCEA,2006,24.0,,GameRankings,PS2,0
NBA 07,65.15,,SCEA,2006,26.0,,GameRankings,PS3,0
NBA 07,70.3,,SCEA,2006,22.0,,GameRankings,PSP,0
NBA 07,63.0,63.0,SCEA,2006,24.0,10.0,MetaCritic,PS3,0
NBA 08,59.88,,SCEA,2007,20.0,,GameRankings,PS2,0
NBA 08,76.19,,SCEA,2007,21.0,,GameRankings,PSP,0
NBA 08,65.48,,SCEA,2007,38.0,,GameRankings,PS3,0
NBA 08,63.0,60.0,SCEA,2007,37.0,4.0,MetaCritic,PS3,0
NBA 09 The Inside,63.0,58.0,SCEA,2008,17.0,8.0,MetaCritic,PS3,0
NBA 2K,88.3,,Sega,1999,27.0,,GameRankings,DC,0
NBA 2K1,89.69,,Sega,2000,24.0,,GameRankings,DC,0
NBA 2K10,81.95,,2K Games,2009,20.0,,GameRankings,PS3,0
NBA 2K10,85.0,75.0,2K Games,2009,5.0,40.0,MetaCritic,PC,0
NBA 2K10,82.0,76.0,2K Games,2009,46.0,34.0,MetaCritic,X360,0
NBA 2K10,83.0,78.0,2K Games,2009,30.0,40.0,MetaCritic,PS3,0
NBA 2K10,81.61,,2K Games,2009,33.0,,GameRankings,X360,0
NBA 2K11,88.18,,2K Games,2010,31.0,,GameRankings,X360,0
NBA 2K11,88.18,,2K Games,2010,30.0,,GameRankings,PS3,0
NBA 2K11,82.0,86.0,2K Games,2010,6.0,39.0,MetaCritic,PC,0
NBA 2K11,89.0,76.0,2K Games,2010,46.0,108.0,MetaCritic,PS3,0
NBA 2K11,89.0,81.0,2K Games,2010,50.0,101.0,MetaCritic,X360,0
NBA 2K12,90.0,77.0,2K Games,2011,42.0,137.0,MetaCritic,X360,0
NBA 2K12,89.81,,2K Games,2011,21.0,,GameRankings,PS3,0
NBA 2K12,88.39,,2K Games,2011,31.0,,GameRankings,X360,0
NBA 2K12,86.0,71.0,2K Games,2011,5.0,66.0,MetaCritic,PC,0
NBA 2K12,90.0,67.0,2K Games,2011,38.0,129.0,MetaCritic,PS3,0
NBA 2K13,88.0,73.0,2K Games,2012,41.0,133.0,MetaCritic,X360,0
NBA 2K13,90.0,79.0,2K Games,2012,26.0,104.0,MetaCritic,PS3,0
NBA 2K13,90.0,68.0,2K Games,2012,5.0,130.0,MetaCritic,PC,0
NBA 2K13,86.17,,2K Games,2012,27.0,,GameRankings,X360,0
NBA 2K14,86.0,57.0,2K Games,2013,15.0,184.0,MetaCritic,X1,0
NBA 2K14,84.0,50.0,2K Games,2013,26.0,149.0,MetaCritic,PS3,0
NBA 2K14,87.0,49.0,2K Games,2013,23.0,151.0,MetaCritic,X360,0
NBA 2K14,85.0,65.0,2K Games,2013,20.0,376.0,MetaCritic,PS4,0
NBA 2K15,87.0,51.0,2K Games,2014,6.0,135.0,MetaCritic,PC,0
NBA 2K15,83.0,69.0,2K Games,2014,50.0,295.0,MetaCritic,PS4,0
NBA 2K15,81.53,,2K Games,2014,31.0,,GameRankings,PS4,0
NBA 2K15,82.0,63.0,2K Games,2014,9.0,102.0,MetaCritic,X1,0
NBA 2K16,86.0,61.0,Take-Two Interactive,2015,14.0,119.0,MetaCritic,X1,1
NBA 2K16,84.54,,2K Games,2015,26.0,,GameRankings,PS4,0
NBA 2K16,87.0,67.0,Take-Two Interactive,2015,51.0,403.0,MetaCritic,PS4,1
NBA 2K17,86.1,,2K Games,2016,21.0,,GameRankings,PS4,0
