game,AAA,critics,user,year
Pac-Pix,1,73.73,0.0,2005
Pacific Fighters,1,78.35,80.0,2004
Pacific Rim,0,39.0,48.0,2013
Pacific Storm,0,67.0,59.0,2006
Pacific Storm: Allies,0,60.0,63.0,2008
Page Chronica,0,40.0,20.0,2012
Painkiller,0,81.34,81.0,2004
Painkiller: Battle out of Hell,0,76.51,81.0,2004
Painkiller: Hell & Damnation,0,64.0,66.0,2012
Painkiller: Hell Wars,0,69.58,0.0,2006
Painkiller: Overdose,0,65.0,66.0,2007
Painkiller: Recurring Evil,0,38.0,38.0,2012
Painkiller: Redemption,0,43.0,50.0,2011
Painkiller: Resurrection,0,38.0,43.0,2009
Pandora's Tower,1,71.74,0.0,2013
Pandora: First Contact,0,68.0,74.0,2013
Pang Adventures,0,63.0,74.0,2016
Panzer Corps,0,80.0,75.0,2011
Panzer Dragoon Orta,0,90.36,0.0,2003
Panzer General III: Scorched Earth,0,71.0,74.0,2000
Panzer General: Allied Assault,1,75.0,69.0,2009
Paper Mario,1,88.81,0.0,2001
Paper Mario: Color Splash,1,75.82,0.0,2016
Paper Mario: Sticker Star,1,75.97,0.0,2012
Paper Mario: The Thousand-Year Door,1,88.05,0.0,2004
Paper Sorcerer,0,73.0,67.0,2013
Paperbound,0,69.0,74.0,2015
Paperboy,0,71.0,62.0,2007
"Papers, Please",0,85.0,85.0,2013
Papo & Yo,0,72.0,78.0,2013
ParaWorld,0,72.47,84.0,2006
Paradigm,0,85.0,73.0,2017
Paradise (2006),1,57.0,85.0,2006
Paradise Cracked,0,48.0,77.0,2003
Parallax,0,68.0,64.0,2015
Paranautical Activity,0,48.0,38.0,2016
Parasite Eve,0,76.72,0.0,1998
Parasite Eve II,0,78.46,0.0,2000
Pariah,0,72.61,60.0,2005
Party Hard,0,64.0,72.0,2015
Past Cure,0,38.0,34.0,2018
Patapon,1,86.11,59.0,2017
Patapon 2,0,85.62,0.0,2009
Patapon 3,0,74.5,0.0,2011
Path of Exile,0,86.0,81.0,2013
Path of Exile: The Fall of Oriath,0,83.0,72.0,2017
Pathologic Classic HD,0,76.0,87.0,2015
Pathway to Glory,0,86.37,0.0,2004
Patrician II: Quest for Power,0,76.0,79.0,2001
Patrician III: Rise of the Hanse,0,75.0,87.0,2003
Patrician IV,0,66.0,63.0,2010
Patrician IV: Rise of a Dynasty,0,67.0,84.0,2011
Pax Romana,0,52.0,50.0,2003
Payday 2,0,79.0,36.0,2013
Payday 2: Crimewave Edition,0,71.0,41.0,2015
Payday: The Heist,1,70.61,78.0,2011
Pearl Harbor: Defend the Fleet,0,48.0,42.0,2001
Pearl Harbor: Zero Hour,0,55.0,74.0,2001
Peggle,0,89.0,83.0,2009
Peggle 2,1,77.0,72.0,2013
Peggle Deluxe,0,85.0,81.0,2007
Peggle Nights,0,76.0,81.0,2008
Penarium,0,71.0,79.0,2015
Penny Arcade Adventures: Episode Four,0,70.0,68.0,2013
Penny Arcade Adventures: Episode One,0,76.0,83.0,2008
Penny Arcade Adventures: Episode Three,0,77.0,73.0,2012
Penny Arcade Adventures: Episode Two,0,77.5,77.0,2008
Penumbra: Black Plague,0,78.9,86.0,2008
Penumbra: Overture,0,73.74,78.0,2007
Penumbra: Requiem,0,67.0,59.0,2008
Perception,0,56.0,66.0,2017
Perfect Dark,1,79.0,86.0,2010
Perfect Dark Zero,1,81.27,73.0,2005
Perimeter,0,77.0,78.0,2004
Perimeter II: New Earth,0,43.0,42.0,2009
Persona 4 Arena,0,86.0,79.0,2012
Persona 4 Arena Ultimax,0,84.0,79.0,2014
Persona 4 Golden,0,94.16,0.0,2012
Persona 4: Dancing All Night,0,78.84,0.0,2015
Persona 5,0,93.0,91.0,2017
Persona Q: Shadow of the Labyrinth,0,83.68,0.0,2014
Peter Jackson's King Kong: The Official Game of the Movie,1,79.99,75.0,2005
Phantaruk,0,53.0,70.0,2016
Phantasy Star Collection,0,76.09,0.0,2002
Phantasy Star II,0,64.0,76.0,2009
Phantasy Star Online,0,89.88,0.0,2001
Phantasy Star Online Episode I & II,0,81.8,0.0,2002
Phantasy Star Online Episode III: C.A.R.D. Revolution,0,74.03,0.0,2004
Phantasy Star Portable,0,65.38,0.0,2009
Phantasy Star Portable 2,0,67.64,0.0,2010
Phantasy Star Universe,0,65.47,75.0,2006
Phantasy Star Zero,0,73.87,0.0,2009
Phantom Brave,0,82.74,0.0,2004
Phantom Brave PC,0,81.0,73.0,2016
Phantom Breaker: Battle Grounds,0,72.0,75.0,2015
Phantom Breaker: Battle Grounds Overdrive,0,72.0,70.0,2015
Phantom Crash,0,74.22,0.0,2002
Phantom Dust,1,83.32,60.0,2017
Pharaoh,0,82.45,0.0,1999
Pharaonic,0,71.0,77.0,2016
Phineas and Ferb: Across the 2nd Dimension,1,63.0,68.0,2011
Phoenix Wright: Ace Attorney,0,82.42,0.0,2005
Phoenix Wright: Ace Attorney - Dual Destinies,0,82.43,0.0,2013
Phoenix Wright: Ace Attorney - Justice for All,0,77.59,0.0,2007
Phoenix Wright: Ace Attorney - Spirit of Justice,0,81.41,0.0,2016
Phoenix Wright: Ace Attorney - Trials and Tribulations,0,81.14,0.0,2007
Phoenix Wright: Ace Attorney Trilogy,0,83.29,0.0,2014
Phoning Home,0,61.0,70.0,2017
Picross 3D,1,84.15,0.0,2010
Picross DS,1,83.04,0.0,2007
Pid,0,72.0,78.0,2012
Pier Solar and the Great Architects,0,69.0,73.0,2014
Pikmin,1,86.71,0.0,2001
Pikmin 2,1,89.44,0.0,2004
Pikmin 3,1,86.59,0.0,2013
Pillar,0,59.0,66.0,2015
Pillars of Eternity,0,89.0,83.0,2015
Pillars of Eternity: Complete Edition,0,85.0,78.0,2017
Pillars of Eternity: The White March - Part 1,0,76.0,72.0,2015
Pillars of Eternity: The White March - Part 2,0,79.0,71.0,2016
Pilotwings Resort,1,71.94,0.0,2011
Pimp My Ride,1,38.0,38.0,2006
Pinball FX,1,69.0,79.0,2007
Pinball FX 2,1,88.0,81.0,2012
Pinball FX 2: Epic Quest,0,84.0,66.0,2012
Pinball FX 2: MARS,1,77.0,70.0,2011
Pinball FX 2: Marvel Pinball,0,87.73,83.0,2010
Pinball FX 2: Marvel Pinball - Avengers Chronicles,0,88.0,75.0,2012
Pinball FX 2: Sorcerer's Lair,0,89.0,69.0,2011
Pinball FX 2: Star Wars Pinball,1,87.0,64.0,2013
Pinball FX 2: Star Wars Pinball - Rogue One,0,74.0,22.0,2017
Pinball FX2 VR,0,80.0,70.0,2016
Pinball FX3,0,78.0,57.0,2017
Pinball Hall of Fame: The Gottlieb Collection,0,74.31,0.0,2005
Pinball Hall of Fame: The Williams Collection,0,83.24,83.0,2009
Pineapple Smash Crew,0,62.0,75.0,2012
Pineview Drive,0,58.0,58.0,2014
Ping Pals,0,29.18,0.0,2004
Pinobee: Wings of Adventure,0,67.06,0.0,2001
Pinstripe,0,70.0,78.0,2017
Pirate Hunter,0,67.0,63.0,2003
Pirates of Black Cove,0,56.0,58.0,2011
Pirates of the Burning Sea,1,76.21,76.0,2008
Pirates of the Caribbean,1,68.99,74.0,2003
Pirates of the Caribbean Online,1,60.0,74.0,2007
Pirates of the Caribbean: At World's End,1,58.09,66.0,2007
Pirates of the Caribbean: Dead Man's Chest,0,52.71,0.0,2006
Pirates of the Caribbean: The Legend of Jack Sparrow,0,53.58,51.0,2006
Pirates vs Ninjas Dodgeball,0,44.0,60.0,2008
Pirates: The Legend of Black Kat,1,71.4,0.0,2002
Pit People,0,80.0,77.0,2018
Pitfall: The Lost Expedition,1,74.25,83.0,2004
Pix the Cat,0,80.0,60.0,2014
Pixel Gear,0,51.0,41.0,2016
Pixel Piracy,0,50.0,31.0,2016
PixelJunk 4am,0,63.0,64.0,2012
PixelJunk Eden,0,80.0,78.0,2008
PixelJunk Eden Encore,0,86.0,68.0,2009
PixelJunk Monsters,0,83.97,77.0,2008
PixelJunk Monsters Deluxe,0,87.64,0.0,2009
PixelJunk Monsters Encore,0,82.0,78.0,2008
PixelJunk Monsters: Ultimate,0,72.0,74.0,2013
PixelJunk Racers,0,62.0,59.0,2007
PixelJunk Racers: 2nd Lap,0,66.0,41.0,2010
PixelJunk Shooter,0,87.0,83.0,2009
PixelJunk Shooter 2,0,82.0,76.0,2011
PixelJunk Shooter Ultimate,0,82.0,72.0,2014
PixelJunk SideScroller,0,76.0,68.0,2011
Piyotama,0,70.0,68.0,2007
Plague Inc: Evolved,0,80.0,75.0,2015
Plain Sight,0,76.0,77.0,2010
Planar Conquest,0,53.0,61.0,2016
Planescape: Torment,0,90.63,92.0,1999
Planescape: Torment - Enhanced Edition,0,85.0,67.0,2017
Planet Coaster,0,84.0,77.0,2016
Planet Minigolf,0,66.0,84.0,2010
Planet Puzzle League,1,86.81,0.0,2007
Planet of the Apes,1,41.0,42.0,2001
Planet of the Apes: Last Frontier,0,59.0,47.0,2017
Planet of the Eyes,0,66.0,60.0,2015
PlanetSide,1,80.16,73.0,2003
PlanetSide 2,1,84.0,70.0,2012
PlanetSide: Core Combat,1,62.82,0.0,2003
Planetary Annihilation,0,62.0,56.0,2013
Planetbase,0,70.0,70.0,2015
Planets Under Attack,0,68.0,68.0,2012
Plants vs Zombies 2: It's About Time,0,85.11,0.0,2013
Plants vs Zombies: Garden Warfare,1,76.0,75.0,2014
Plants vs Zombies: Garden Warfare 2,1,80.0,76.0,2016
Plants vs. Zombies,0,87.0,89.0,2009
Platformines,1,67.0,70.0,2014
Platoon: The 1st Airborne Cavalry Division in Vietnam,0,49.0,64.0,2002
PlayStation All-Stars Battle Royale,0,74.0,74.0,2012
PlayStation Move Ape Escape,0,43.0,47.0,2011
PlayStation Move Fitness,0,61.0,65.0,2013
PlayStation Move Heroes,0,53.0,61.0,2011
PlayStation VR WORLDS,1,59.0,67.0,2016
Playboy: The Mansion,1,62.14,54.0,2005
PlayerUnknown's Battlegrounds,0,86.0,45.0,2017
"Please, Don't Touch Anything",0,75.0,74.0,2015
Pneuma: Breath of Life,0,63.0,69.0,2015
PoPoLoCrois,0,67.7,0.0,2005
Pocket Racers,1,43.27,0.0,2006
Pocketbike Racer,0,54.0,65.0,2006
Point Blank DS,1,65.14,0.0,2006
Pokemon Alpha Sapphire,1,82.73,0.0,2014
Pokemon Battle Revolution,1,53.19,0.0,2007
Pokemon Black Version,1,85.88,0.0,2011
Pokemon Black Version 2,1,81.31,0.0,2012
Pokemon Channel,1,50.51,0.0,2003
Pokemon Colosseum,1,73.46,0.0,2004
Pokemon Conquest,0,81.97,0.0,2012
Pokemon Dash,1,48.91,0.0,2005
Pokemon Diamond Version,1,85.07,0.0,2007
Pokemon Emerald Version,1,76.65,0.0,2005
Pokemon FireRed Version,1,81.92,0.0,2004
Pokemon HeartGold Version,1,87.81,0.0,2010
Pokemon LeafGreen Version,1,80.78,0.0,2004
Pokemon Moon,1,87.74,0.0,2016
Pokemon Mystery Dungeon: Blue Rescue Team,1,64.01,0.0,2006
Pokemon Mystery Dungeon: Explorers of Darkness,1,61.25,0.0,2008
Pokemon Mystery Dungeon: Explorers of Time,1,62.39,0.0,2008
Pokemon Mystery Dungeon: Gates to Infinity,1,62.34,0.0,2013
Pokemon Omega Ruby,1,83.67,0.0,2014
Pokemon Pearl Version,1,85.12,0.0,2007
Pokemon Pinball: Ruby & Sapphire,1,80.03,0.0,2003
Pokemon Platinum Version,1,83.33,0.0,2009
Pokemon Ranger,1,69.63,0.0,2006
Pokemon Ranger: Shadows of Almia,1,71.0,0.0,2008
Pokemon Red Version,1,87.86,0.0,1998
Pokemon Ruby Version,1,84.21,0.0,2003
Pokemon Rumble Blast,1,57.86,0.0,2011
Pokemon Sapphire Version,1,84.03,0.0,2003
Pokemon Silver Version,1,91.35,0.0,2000
Pokemon Snap,1,75.48,0.0,1999
Pokemon SoulSilver Version,1,88.0,0.0,2010
Pokemon Stadium,1,78.6,0.0,2000
Pokemon Sun,1,87.94,0.0,2016
Pokemon Super Mystery Dungeon,1,69.11,0.0,2015
Pokemon Trozei!,1,72.62,0.0,2006
Pokemon Ultra Moon,1,83.07,0.0,2017
Pokemon Ultra Sun,1,84.59,0.0,2017
Pokemon White Version,1,87.24,0.0,2011
Pokemon White Version 2,1,80.71,0.0,2012
Pokemon X,1,87.26,0.0,2013
Pokemon XD: Gale of Darkness,1,66.91,0.0,2005
Pokemon Y,1,87.89,0.0,2013
Poker Night 2,0,69.0,70.0,2013
Poker Night at the Inventory,0,71.0,70.0,2010
Poker Smash,0,77.0,85.0,2008
Pokken Tournament,1,76.91,0.0,2016
Pokken Tournament DX,1,80.1,0.0,2017
Polaris Sector,0,76.0,72.0,2016
Polarium,1,73.27,0.0,2005
Poly Bridge,0,73.0,67.0,2016
Polybius,0,84.0,74.0,2017
Pony Island,0,86.0,74.0,2016
Poochy & Yoshi's Woolly World,1,77.04,0.0,2017
Pool Nation,0,79.0,74.0,2013
Pool Paradise,0,76.1,0.0,2004
Pool of Radiance: Ruins of Myth Drannor,1,60.33,57.0,2001
Populous DS,1,62.15,0.0,2008
Port Royale,0,79.0,80.0,2003
Port Royale 2,0,74.41,77.0,2004
Port Royale 3: Pirates and Merchants,0,54.0,56.0,2012
Portal,1,90.0,92.0,2007
Portal 2,0,95.0,90.0,2011
Portal Knights,0,71.0,67.0,2017
Portal Runner,0,56.89,0.0,2001
Portal: Still Alive,1,90.0,85.0,2008
Poseidon,0,84.0,84.0,2001
Post Apocalyptic Mayhem,0,44.0,70.0,2011
Post Mortem,0,71.64,80.0,2003
Postal,0,56.0,64.0,1997
Postal 2,0,59.07,79.0,2003
Postal 2: Apocalypse Weekend,0,45.0,71.0,2005
Postal 2: Share the Pain,0,59.0,83.0,2003
Postal III,0,24.0,30.0,2011
Power Gig: Rise of the SixString,0,42.35,21.0,2010
Power Spike Pro Beach Volleyball,0,56.55,0.0,2000
Power Stone,0,83.13,0.0,1999
Power Stone 2,0,86.99,0.0,2000
Power Stone Collection,0,75.07,0.0,2006
PowerUp Forever,1,62.0,54.0,2008
PowerUp Heroes,1,61.0,75.0,2011
Powerstar Golf,1,65.0,56.0,2013
Praetorians,0,77.9,82.0,2003
Predator: Concrete Jungle,0,51.31,0.0,2005
Pressure,0,64.0,69.0,2013
Prey,0,78.33,80.0,2017
Prey (2006),0,83.0,80.0,2006
Pride FC: Fighting Championships,0,71.03,0.0,2003
Pride of Nations,0,70.0,56.0,2011
Primal,0,76.81,0.0,2003
Primal Carnage,0,67.0,76.0,2012
Primal Carnage: Extinction,0,46.0,60.0,2015
Primal Fears,0,39.0,45.0,2013
Prime World,0,65.0,70.0,2013
Prime World: Defenders,0,58.0,78.0,2013
Primordia,0,72.0,88.0,2012
Prince of Persia,1,81.0,72.0,2008
Prince of Persia 3D,0,64.2,0.0,1999
Prince of Persia Classic,1,80.85,71.0,2007
Prince of Persia Classic Trilogy HD,1,81.0,79.0,2011
Prince of Persia Revelations,1,67.92,0.0,2005
Prince of Persia: Epilogue,1,67.0,35.0,2009
Prince of Persia: Rival Swords,1,71.22,0.0,2007
Prince of Persia: The Fallen King,1,64.63,0.0,2008
Prince of Persia: The Forgotten Sands,1,74.0,66.0,2010
Prince of Persia: The Sands of Time,1,91.94,86.0,2003
Prince of Persia: The Two Thrones,1,86.45,80.0,2005
Prince of Persia: Warrior Within,1,84.97,85.0,2004
Prince of Qin,0,64.95,73.0,2002
"Prinny 2: Dawn of Operation Panties, Dood!",0,70.27,0.0,2011
Prinny: Can I Really Be the Hero?,0,74.32,0.0,2009
Prism: Light the Way,0,75.48,0.0,2007
Prison Architect,0,82.19,74.0,2016
Prison Break: The Conspiracy,0,40.0,61.0,2010
Prisoner of War,0,68.94,84.0,2002
Pro Cycling Manager 2016,0,64.0,57.0,2016
Pro Cycling Manager Season 2007: Le Tour de France,0,50.0,78.0,2007
Pro Cycling Manager Season 2008: Le Tour de France,0,48.0,70.0,2008
Pro Cycling Manager Season 2009: Le Tour de France,0,69.0,73.0,2009
Pro Cycling Manager Season 2010: Le Tour de France,0,72.0,73.0,2010
Pro Cycling Manager Season 2012: Le Tour de France,0,68.0,73.0,2012
Pro Cycling Manager Season 2013: Le Tour de France - 100th Edition,0,65.0,75.0,2013
Pro Cycling Manager Season 2014: Le Tour de France,0,67.0,65.0,2014
Pro Cycling Manager Season 2015,0,66.0,73.0,2015
Pro Evolution Soccer 2008,1,76.0,61.0,2008
Pro Evolution Soccer 2009,1,77.0,76.0,2009
Pro Evolution Soccer 2010,1,78.0,67.0,2009
Pro Evolution Soccer 2011,1,79.0,68.0,2010
Pro Evolution Soccer 2011 3D,1,73.92,0.0,2011
Pro Evolution Soccer 2012,1,80.0,67.0,2011
Pro Evolution Soccer 2013,1,82.0,69.0,2012
Pro Evolution Soccer 2014,1,78.0,40.0,2013
Pro Evolution Soccer 2015,1,82.0,72.0,2014
Pro Evolution Soccer 2016,1,87.0,72.0,2015
Pro Evolution Soccer 2017,1,85.0,74.0,2016
Pro Evolution Soccer 2018,1,83.0,73.0,2017
Pro Race Driver,0,82.45,75.0,2003
Pro Rally,1,60.36,0.0,2002
Professional Bull Rider 2,0,57.0,67.0,2000
Professor Layton VS Phoenix Wright Ace Attorney,0,79.35,0.0,2014
Professor Layton and the Azran Legacy,0,81.71,0.0,2014
Professor Layton and the Curious Village,1,86.17,0.0,2008
Professor Layton and the Diabolical Box,0,85.41,0.0,2009
Professor Layton and the Last Specter,0,83.73,0.0,2011
Professor Layton and the Miracle Mask,1,82.71,0.0,2012
Professor Layton and the Unwound Future,0,87.27,0.0,2010
Project CARS,1,83.0,71.0,2015
Project CARS 2,1,82.0,60.0,2017
Project CARS: Game of the Year Edition,1,80.0,58.0,2016
Project Earth: Starmageddon,0,67.0,54.0,2002
Project Eden,0,75.48,83.0,2001
Project Gotham Racing,1,87.32,0.0,2001
Project Gotham Racing 2,1,93.16,0.0,2003
Project Gotham Racing 3,1,88.59,78.0,2005
Project Gotham Racing 4,1,86.5,84.0,2007
Project Highrise,0,73.0,68.0,2016
Project IGI: I'm Going In,0,72.39,83.0,2000
Project Justice,0,79.0,0.0,2001
Project Nomads,0,62.0,86.0,2002
Project Root,0,45.0,50.0,2015
Project Spark,1,73.0,70.0,2014
Project Sylpheed: Arc of Deception,1,65.55,87.0,2007
Project X Zone,1,71.36,0.0,2013
Project X Zone 2,1,72.3,0.0,2016
Project: Snowblind,0,80.03,68.0,2005
Prospekt,0,43.0,49.0,2016
Proteus,0,80.0,56.0,2013
Prototype,1,78.0,78.0,2009
Prototype 2,1,74.0,64.0,2012
Prototype Biohazard Bundle,1,56.0,22.0,2015
Psi-Ops: The Mindgate Conspiracy,0,84.64,0.0,2004
Psycho-Pass: Mandatory Happiness,0,72.0,73.0,2016
Psychonauts,0,90.21,89.0,2005
Psychonauts in The Rhombus of Ruin,0,70.0,67.0,2017
Psychotoxic,0,40.0,54.0,2005
Puchi Puchi Virus,0,72.4,0.0,2009
Puddle,1,68.0,69.0,2012
Pulse,0,57.0,54.0,2015
Pump It Up: Exceed,0,74.47,0.0,2005
Pumped BMX +,0,56.0,78.0,2015
Punch Club,0,73.0,71.0,2016
Punch-Out!!,1,87.29,0.0,2009
Puppeteer,0,80.0,85.0,2013
Pure,1,85.0,76.0,2008
Pure Farming 2018,0,69.0,66.0,2018
Pure Futbol,1,38.0,75.0,2010
Pure Hold 'Em,0,73.0,47.0,2015
Pure Pool,0,75.0,71.0,2014
Purge,0,53.0,68.0,2003
Pursuit Force,0,76.17,0.0,2006
Pursuit Force: Extreme Justice,0,74.42,0.0,2008
Push Me Pull You,0,75.0,76.0,2016
Pushmo,1,91.5,0.0,2011
Pushmo World,1,79.95,0.0,2014
Putty Squad,0,38.0,30.0,2014
Puyo Pop,0,82.33,0.0,2002
Puyo Pop Fever,0,74.14,0.0,2005
Puyo Puyo Tetris,0,82.93,75.0,2017
Puzzle & Dragons Z + Puzzle & Dragons: Super Mario Bros. Edition,1,73.29,0.0,2015
Puzzle Agent,0,70.0,70.0,2010
Puzzle Agent 2,0,67.17,69.0,2011
Puzzle Arcade,0,49.0,77.0,2008
Puzzle Dimension,0,79.7,76.0,2010
Puzzle Pirates,1,78.0,85.0,2003
Puzzle Quest 2,1,81.0,68.0,2010
Puzzle Quest: Challenge of the Warlords,1,81.37,83.0,2007
Puzzle Quest: Galactrix,0,75.53,67.0,2009
Puzzlegeddon,0,74.0,83.0,2008
Pyre,0,85.0,80.0,2017
Q*bert: Rebooted,0,44.0,52.0,2015
Q*bert: Rebooted: The XBOX One @!#?@! Edition,0,56.0,61.0,2016
Q.U.B.E.,0,69.0,76.0,2011
Q.U.B.E. 2,0,77.0,81.0,2018
Q.U.B.E. Director's Cut,0,76.0,78.0,2015
Qbeh-1: The Atlas Cube,0,72.0,76.0,2014
Quadrilateral Cowboy,0,81.0,73.0,2016
Quake,0,94.0,88.0,1996
Quake 4,1,75.52,76.0,2005
Quake Arena Arcade,0,69.0,70.0,2010
Quake III Arena,1,92.15,0.0,1999
Quake III Revolution,1,83.62,0.0,2001
Quake III: Team Arena,1,73.98,80.0,2000
Quantum Break,1,77.0,70.0,2016
Quantum Conundrum,1,77.0,73.0,2012
Quantum Redshift,1,75.41,0.0,2002
Quantum Theory,0,37.0,38.0,2010
Quantz,0,67.0,73.0,2008
Quarrel,0,79.0,81.0,2012
Quern - Undying Thoughts,0,83.0,91.0,2016
Quest For Glory V: Dragon Fire,0,72.57,0.0,1998
Quest for Infamy,0,63.0,75.0,2014
QuickSpot,1,66.6,0.0,2007
Quiplash,0,83.0,84.0,2015
Qvadriga,0,72.0,47.0,2014
R-Type Command,0,69.62,0.0,2008
R-Type Dimensions,0,76.0,75.0,2009
R-Type Final,0,80.83,0.0,2004
R.B.I. Baseball 15,0,46.0,46.0,2015
R.B.I. Baseball 16,0,52.0,30.0,2016
R.I.P.D. The Game,0,26.0,15.0,2013
R.U.S.E.,1,78.0,80.0,2010
R4: Ridge Racer Type 4,1,88.16,0.0,1999
R: Racing Evolution,1,67.78,0.0,2003
RACE 07: Official WTCC Game,0,83.0,89.0,2007
RACE On,0,73.0,82.0,2009
RACE: The WTCC Game,0,81.0,75.0,2006
RAGE: The Scorchers,0,83.0,60.0,2012
RC Cars,0,65.0,62.0,2003
RC Revenge Pro,0,50.1,0.0,2001
RF Online,0,56.0,57.0,2006
RIDE,1,66.0,70.0,2015
RIGS: Mechanized Combat League,1,78.0,78.0,2016
RISK,1,58.0,57.0,2015
RISK: Factions,1,77.0,66.0,2010
RIVE,0,75.0,73.0,2016
RLH: Run Like Hell,0,62.02,0.0,2002
RONIN,0,70.0,79.0,2015
RPG Maker 3,0,69.78,0.0,2005
RTX Red Rock,1,55.71,0.0,2003
RUSH,0,73.0,72.0,2010
RYL: Path of the Emperor,0,53.71,85.0,2005
Rabbids Go Home,1,79.02,0.0,2009
Rabbids Invasion,1,53.0,60.0,2014
Rabbids Land,1,52.4,0.0,2012
Rabbids Travel in Time 3D,1,59.73,0.0,2011
Rabi-Ribi,0,80.0,75.0,2017
Race Injection,0,72.0,86.0,2011
Race Pro,0,72.0,70.0,2009
Race the Sun,0,79.0,60.0,2014
Racing Gears Advance,0,81.55,0.0,2005
Rack N Ruin,0,59.0,66.0,2015
Racquet Sports,1,45.0,43.0,2010
Rad Rodgers,0,73.0,67.0,2018
Radiant Historia,0,85.2,0.0,2011
Radiant Historia: Perfect Chronology,0,85.64,0.0,2018
Radiant Silvergun,1,86.0,82.0,2011
Radiata Stories,1,75.87,0.0,2005
Rag Doll Kung Fu,0,69.0,50.0,2005
Rag Doll Kung Fu: Fists of Plastic,0,68.0,74.0,2009
Rage,0,81.0,52.0,2011
Ragnarok Odyssey,0,67.63,0.0,2012
Ragnarok Odyssey ACE,0,61.0,65.0,2014
Ragnarok Online,0,79.0,82.0,2002
Raid: World War II,0,46.0,41.0,2017
Raiden Fighters Aces,0,73.0,77.0,2009
Raiden IV,0,63.0,80.0,2009
Raiden V,0,75.0,78.0,2016
Raiden V: Director's Cut,0,73.0,70.0,2017
RaiderZ,0,64.0,66.0,2012
Raiders of the Broken Planet,0,56.0,47.0,2017
Rail Simulator,1,72.0,69.0,2008
Railroad Pioneer,0,50.0,73.0,2004
Railroad Tycoon 3,0,79.8,77.0,2003
Railroad Tycoon II,0,83.15,85.0,1998
Rails Across America,0,81.0,80.0,2001
Railway Empire,0,75.0,66.0,2018
Railworks 3: Train Simulator 2012,0,67.0,64.0,2011
Rain Blood Chronicles: Mirage,0,68.0,71.0,2013
Rain World,0,59.0,78.0,2017
Rainbow Moon,0,70.0,68.0,2012
Rakuen,0,84.0,83.0,2017
RalliSport Challenge,1,87.87,66.0,2002
RalliSport Challenge 2,1,88.54,0.0,2004
Rally Fusion: Race of Champions,1,72.74,0.0,2002
Rally Trophy,0,82.0,86.0,2001
Rambo: The Video Game,0,34.0,16.0,2014
Rampage Knights,0,80.0,89.0,2015
Rampage: Total Destruction,0,55.81,0.0,2006
Randal's Monday,0,57.0,68.0,2014
Randall,0,38.0,21.0,2017
Rango,0,68.0,80.0,2011
Rapala Fishing Frenzy 2009,1,41.0,44.0,2008
Rapala Tournament Fishing!,1,41.0,80.0,2006
Rare Replay,1,84.0,80.0,2015
Raskulls,0,75.0,71.0,2010
Ratchet & Clank,0,85.0,86.0,2016
Ratchet & Clank Collection,0,83.0,84.0,2012
Ratchet & Clank Future: A Crack in Time,0,87.0,89.0,2009
Ratchet & Clank Future: Quest for Booty,0,77.8,74.0,2008
Ratchet & Clank Future: Tools of Destruction,0,88.74,88.0,2007
Ratchet & Clank: All 4 One,0,70.0,65.0,2011
Ratchet & Clank: Full Frontal Assault,0,64.0,74.0,2012
Ratchet & Clank: Going Commando,0,90.64,0.0,2003
Ratchet & Clank: Into the Nexus,0,76.0,84.0,2013
Ratchet & Clank: Size Matters,0,85.33,0.0,2008
Ratchet & Clank: Up Your Arsenal,0,91.54,0.0,2004
Ratchet: Deadlocked,0,82.64,0.0,2005
Ravaged,0,64.0,56.0,2012
Raven Squad: Operation Hidden Dagger,0,38.0,32.0,2009
Raven's Cry,0,27.0,34.0,2015
Raving Rabbids: Alive & Kicking,1,58.0,54.0,2011
Raw Danger!,0,61.48,0.0,2007
Raw Data,0,87.0,75.0,2017
RayStorm HD,0,46.0,73.0,2010
Rayman 2 Revolution,1,85.17,0.0,2001
Rayman 2: The Great Escape,1,93.05,0.0,2000
Rayman 3,1,82.34,0.0,2003
Rayman 3 HD,1,69.0,63.0,2012
Rayman 3: Hoodlum Havoc,1,80.19,83.0,2003
Rayman 3D,1,64.78,0.0,2011
Rayman Advance,1,85.06,0.0,2001
Rayman Arena,1,46.0,72.0,2002
Rayman DS,1,58.93,0.0,2005
Rayman Fiesta Run,1,87.2,0.0,2013
Rayman Legends,1,90.0,86.0,2014
Rayman Origins,1,87.0,84.0,2012
Rayman Raving Rabbids,1,77.15,74.0,2006
Rayman Raving Rabbids 2,1,68.15,0.0,2007
Rayman Raving Rabbids: TV Party,1,73.54,0.0,2008
Raze's Hell,0,71.32,0.0,2005
Razor 2: Hidden Skies,0,61.0,62.0,2010
Re-Volt,0,76.76,0.0,1999
ReCore,1,63.0,67.0,2016
Read Only Memories,0,80.0,43.0,2015
Ready 2 Rumble Boxing,0,84.3,0.0,1999
Ready 2 Rumble Boxing: Round 2,0,77.63,0.0,2000
Ready 2 Rumble Revolution,0,39.06,0.0,2009
Real Myst,1,66.0,83.0,2000
Real Pool,0,60.83,0.0,2000
Real Pool 2,0,44.0,62.0,2002
Real Steel,0,40.0,64.0,2011
Real War,0,48.0,57.0,2001
Realm of the Mad God,0,82.0,71.0,2012
Realms of Ancient War,0,52.0,47.0,2012
Realms of Arkania: Blade of Destiny Revised,0,18.0,30.0,2013
Realpolitiks,0,52.0,57.0,2017
